;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
1656;Noussair Mazraoui;ma MAR;DF;Bayern Munich;de Bundesliga;25-133;1997;6.3;62.5;72.5;86.2;881.3;319.8;38.6;43.0;89.7;21.0;23.8;88.0;1.59;3.02;52.6;0.48;0.13;0.11;0.35;1.59;4.29;0.95;0.32;6.83;Matches;b74277a0
1657;Pasquale Mazzocchi;it ITA;DF;Salernitana;it Serie A;27-243;1995;15.8;31.6;42.9;73.6;518.0;179.1;16.2;18.2;89.2;11.8;15.8;74.4;2.66;5.70;46.7;0.13;0.15;0.11;-0.02;1.71;1.90;1.01;0.57;2.91;Matches;eb0ec070
1658;Kevin Mbabu;ch SUI;DFFW;Fulham;eng Premier League;27-342;1995;1.6;42.5;58.8;72.3;656.9;239.4;25.0;26.9;93.0;15.0;21.9;68.6;2.50;5.63;44.4;0.63;0.25;0.25;0.37;1.25;2.50;3.13;1.88;5.00;Matches;493924a7
1659;Kylian Mbappé;fr FRA;FW;Paris S-G;fr Ligue 1;24-097;1998;21.3;33.2;41.3;80.5;442.3;105.1;20.0;23.8;84.0;9.53;11.6;81.9;1.08;1.83;59.0;0.14;0.26;0.28;-0.12;1.74;2.44;2.49;0.42;4.23;Matches;42fd9c7f
1660;Mamadou Mbaye;sn SEN;DF;Cádiz;es La Liga;24-272;1998;6.2;22.9;31.5;72.8;469.4;180.0;8.55;10.6;80.3;11.1;13.7;81.2;3.23;5.65;57.1;0.00;0.02;0.02;-0.02;0.16;1.61;0.32;0.00;1.61;Matches;8aae94b9
1661;Chancel Mbemba;cd COD;DF;Marseille;fr Ligue 1;28-231;1994;25.4;44.2;53.3;83.0;811.0;251.3;16.5;18.5;89.2;22.4;25.3;88.3;4.13;6.65;62.1;0.00;0.00;0.02;-0.00;0.12;4.02;0.63;0.16;5.12;Matches;e76cb9cc
1662;Bryan Mbeumo;cm CMR;FW;Brentford;eng Premier League;23-232;1999;23.2;20.1;29.9;67.4;324.1;98.9;11.5;13.9;82.6;5.69;8.84;64.4;2.20;4.27;51.5;0.13;0.17;0.16;-0.04;1.42;0.91;1.55;0.52;2.72;Matches;6afaebf2
1663;Jason Mbock;fr FRA;MFFW;Angers;fr Ligue 1;23-146;1999;0.3;20.0;33.3;60.0;356.7;183.3;10.0;10.0;100.0;6.67;16.7;40.0;3.33;3.33;100.0;0.00;1.00;0.67;-1.00;3.33;0.00;0.00;0.00;3.33;Matches;890bc029
1664;Nathanael Mbuku;fr FRA;FWMF;Reims;fr Ligue 1;21-011;2002;0.7;31.4;38.6;81.5;454.3;122.9;17.1;20.0;85.7;12.9;14.3;90.0;0.00;1.43;0.0;0.00;0.00;0.00;0.00;0.00;2.86;0.00;0.00;4.29;Matches;46750e9c
1665;Nathanael Mbuku;fr FRA;FW;Augsburg;de Bundesliga;21-011;2002;0.2;5.00;5.00;100.0;40.0;0.00;5.00;5.00;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;46750e9c
1666;James McArthur;sct SCO;MF;Crystal Palace;eng Premier League;35-171;1987;0.1;70.0;80.0;87.5;1330.0;70.0;20.0;20.0;100.0;40.0;40.0;100.0;10.0;20.0;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;cee31595
1667;John McGinn;sct SCO;MF;Aston Villa;eng Premier League;28-160;1994;18.9;28.4;36.8;77.1;510.1;178.8;13.2;15.6;85.0;10.6;12.9;82.3;3.76;6.03;62.3;0.11;0.09;0.12;0.02;0.63;3.92;0.69;0.21;4.60;Matches;90f91999
1668;Scott McKenna;sct SCO;DF;Nott'ham Forest;eng Premier League;26-135;1996;16.2;34.0;42.8;79.4;678.5;256.4;9.69;11.4;84.9;19.9;23.3;85.7;4.01;7.22;55.6;0.00;0.05;0.02;-0.05;0.43;2.10;0.19;0.06;2.04;Matches;4e5a4cbc
1669;Weston McKennie;us USA;MF;Leeds United;eng Premier League;24-211;1998;6.4;35.0;43.6;80.3;554.4;179.8;19.2;23.0;83.7;10.5;12.7;82.7;3.13;4.38;71.4;0.00;0.03;0.03;-0.03;0.63;3.13;1.41;0.16;5.94;Matches;01c3aff5
1670;Weston McKennie;us USA;MFDF;Juventus;it Serie A;24-211;1998;11.7;28.7;35.7;80.4;460.3;129.6;15.0;17.7;84.5;10.7;12.6;85.0;2.39;3.25;73.7;0.09;0.06;0.08;0.03;0.68;1.97;0.51;0.34;3.33;Matches;01c3aff5
1671;Dwight McNeil;eng ENG;FWMF;Everton;eng Premier League;23-125;1999;17.8;24.0;35.4;67.9;402.6;120.7;12.5;14.8;84.5;7.70;10.1;76.1;2.87;6.80;42.1;0.11;0.20;0.19;-0.08;1.52;1.57;0.96;0.51;2.47;Matches;fc15fb84
1672;Scott McTominay;sct SCO;MF;Manchester Utd;eng Premier League;26-109;1996;9.6;27.1;32.8;82.5;429.2;126.7;14.1;16.7;84.4;10.1;11.4;89.0;1.98;2.92;67.9;0.00;0.02;0.05;-0.02;0.42;2.50;0.31;0.00;2.50;Matches;d93c2511
1673;Gary Medel;cl CHI;MFDF;Bologna;it Serie A;35-236;1987;14.7;58.5;66.0;88.7;1083.3;367.0;22.9;24.7;92.6;27.2;29.0;93.9;6.87;10.0;68.7;0.07;0.02;0.03;0.05;0.41;4.01;0.27;0.00;3.40;Matches;563a68ad
1674;Facundo Medina;ar ARG;DF;Lens;fr Ligue 1;23-303;1999;21.9;76.9;85.5;90.0;1269.2;490.7;36.1;38.2;94.4;32.2;35.2;91.7;5.48;8.13;67.4;0.14;0.04;0.05;0.10;0.55;8.31;0.59;0.37;8.58;Matches;6f5ec8bb
1675;Ben Mee;eng ENG;DF;Brentford;eng Premier League;33-187;1989;25.4;38.1;50.7;75.1;733.5;303.4;14.3;17.0;84.0;18.3;22.5;81.5;5.00;9.49;52.7;0.00;0.01;0.02;-0.01;0.16;2.13;0.20;0.00;1.93;Matches;8df7a2fb
1676;Bamo Meïté;ci CIV;DF;Lorient;fr Ligue 1;21-280;2001;8.8;51.8;57.2;90.7;900.8;305.7;19.4;20.0;97.2;28.4;29.5;96.2;2.61;5.45;47.9;0.00;0.00;0.00;0.00;0.00;1.25;0.00;0.00;2.27;Matches;04ac78d2
1677;Soualiho Meïté;fr FRA;MF;Cremonese;it Serie A;29-010;1994;15.4;31.2;37.8;82.6;514.4;139.4;16.2;18.1;89.2;12.0;13.6;88.1;2.40;4.09;58.7;0.06;0.02;0.03;0.05;0.52;2.86;0.97;0.19;3.51;Matches;5cec2c74
1678;Farid El Melali;dz ALG;DFFW;Angers;fr Ligue 1;25-326;1997;6.8;23.5;34.9;67.5;395.6;109.3;11.6;15.4;75.2;9.26;12.6;73.3;1.76;3.53;50.0;0.00;0.01;0.03;-0.01;0.44;1.32;0.59;0.15;2.06;Matches;d21e361a
1679;Gonzalo Melero;es ESP;MF;Almería;es La Liga;29-084;1994;12.5;32.8;37.4;87.6;536.2;134.2;15.6;17.3;90.3;13.0;14.5;90.1;2.80;3.44;81.4;0.24;0.11;0.06;0.13;1.12;3.92;0.88;0.00;5.12;Matches;3902e91b
1680;Birger Meling;no NOR;DF;Rennes;fr Ligue 1;28-100;1994;8.2;50.5;58.9;85.7;858.8;257.8;22.9;25.9;88.7;22.9;26.1;87.9;3.66;4.88;75.0;0.00;0.04;0.13;-0.04;0.37;4.02;0.98;0.12;7.07;Matches;70c52749
1681;Memphis;nl NED;FW;Barcelona;es La Liga;29-042;1994;1.3;40.8;50.8;80.3;565.4;160.8;26.2;29.2;89.5;10.8;12.3;87.5;2.31;5.38;42.9;0.00;0.08;0.15;-0.08;2.31;2.31;1.54;0.00;5.38;Matches;8f696594
1682;Memphis;nl NED;FW;Atlético Madrid;es La Liga;29-042;1994;2.9;23.1;30.3;76.1;286.6;76.2;16.9;21.0;80.3;5.52;6.55;84.2;0.34;1.38;25.0;0.00;0.17;0.24;-0.17;1.72;1.38;1.03;0.00;2.76;Matches;8f696594
1683;Houboulang Mendes;fr FRA;DF;Almería;es La Liga;24-327;1998;8.2;24.6;34.9;70.6;371.0;156.2;14.1;15.7;89.9;8.05;12.2;66.0;1.71;5.00;34.1;0.12;0.04;0.02;0.09;0.49;1.34;0.49;0.24;1.71;Matches;1545cf15
1684;Nuno Mendes;pt POR;DFMF;Paris S-G;fr Ligue 1;20-281;2002;14.1;44.5;52.3;85.2;631.1;194.2;25.1;28.1;89.4;15.2;17.0;89.6;1.49;2.20;67.7;0.28;0.17;0.21;0.11;1.42;3.12;1.13;0.28;4.54;Matches;f20e4cc9
1685;Thiago Mendes;br BRA;MFDF;Lyon;fr Ligue 1;31-012;1992;17.9;64.3;74.9;85.8;1201.3;440.1;24.0;26.0;92.3;30.1;32.5;92.4;7.71;12.7;60.5;0.06;0.03;0.07;0.02;0.50;6.76;0.45;0.00;7.82;Matches;c6e5d20f
1686;Brais Méndez;es ESP;MF;Real Sociedad;es La Liga;26-079;1997;21.3;38.3;49.4;77.5;614.2;152.8;20.8;23.7;87.7;11.5;14.4;80.1;4.18;7.51;55.6;0.14;0.11;0.15;0.03;1.64;3.52;1.03;0.14;4.93;Matches;c9e39d91
1687;Diego Méndez;es ESP;MF;Rayo Vallecano;es La Liga;19-210;2003;0.0;1;2;50.0;13;2;1;2;50.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;b151a3f2
1688;Antoine Mendy;fr FRA;DF;Nice;fr Ligue 1;18-304;2004;1.9;52.6;63.2;83.3;851.6;216.3;25.3;27.9;90.6;25.3;28.4;88.9;2.11;5.26;40.0;0.53;0.00;0.00;0.53;1.05;3.16;0.53;0.00;4.21;Matches;3,32E+299
1689;Arial Mendy;sn SEN;DF;Clermont Foot;fr Ligue 1;28-140;1994;2.5;32.8;48.0;68.3;538.8;152.8;16.8;22.0;76.4;12.8;18.0;71.1;2.80;5.60;50.0;0.00;0.04;0.12;-0.04;0.40;2.80;1.60;0.80;2.80;Matches;9f0f4b49
1690;Batista Mendy;fr FRA;MFDF;Angers;fr Ligue 1;23-074;2000;22.8;38.3;44.3;86.4;668.6;220.8;15.5;17.2;89.8;18.1;19.9;91.2;3.07;4.78;64.2;0.00;0.04;0.04;-0.04;0.57;4.69;0.61;0.09;6.27;Matches;e472a6f6
1691;Edouard Mendy;sn SEN;GK;Chelsea;eng Premier League;31-026;1992;8.5;25.1;31.5;79.5;586.7;400.2;8.12;8.12;100.0;10.2;10.4;98.9;6.24;12.6;49.5;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.00;0.00;Matches;33887998
1692;Ferland Mendy;fr FRA;DF;Real Madrid;es La Liga;27-292;1995;12.8;52.0;56.8;91.5;714.1;182.6;33.4;35.2;94.9;14.2;16.0;88.8;2.34;2.58;90.9;0.08;0.05;0.05;0.03;1.02;3.83;0.63;0.00;3.91;Matches;3cefcaef
1693;Nampalys Mendy;sn SEN;MF;Leicester City;eng Premier League;30-277;1992;6.8;46.6;52.5;88.8;721.5;151.0;24.6;26.5;92.8;18.2;19.7;92.5;2.65;3.38;78.3;0.00;0.00;0.01;0.00;0.29;2.50;0.29;0.00;3.68;Matches;1598599e
1694;Gideon Mensah;gh GHA;DF;Auxerre;fr Ligue 1;24-252;1998;18.9;44.1;57.8;76.3;763.9;288.9;21.7;24.9;87.3;17.6;21.9;80.4;3.86;8.04;48.0;0.00;0.05;0.08;-0.05;0.90;3.86;0.74;0.37;4.34;Matches;9bdd8118
1695;Chris Mepham;wls WAL;DF;Bournemouth;eng Premier League;25-142;1997;19.4;32.4;39.5;82.0;612.8;230.0;10.9;12.3;88.7;18.4;20.5;89.9;2.89;5.72;50.5;0.00;0.01;0.03;-0.01;0.15;1.55;0.10;0.00;1.60;Matches;fed96827
1696;Jorge Meré;es ESP;DF;Cádiz;es La Liga;25-344;1997;0.8;13.8;21.3;64.7;292.5;122.5;1.25;5.00;25.0;12.5;15.0;83.3;0.00;1.25;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.25;Matches;9f979eb2
1697;Alex Meret;it ITA;GK;Napoli;it Serie A;26-005;1997;26.0;24.0;27.7;86.5;560.0;338.3;5.62;5.62;100.0;12.3;12.5;99.1;5.92;9.54;62.1;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;Matches;9413b19f
1698;Mikel Merino;es ESP;MF;Real Sociedad;es La Liga;26-278;1996;17.8;41.2;54.6;75.4;651.5;221.8;20.9;25.0;83.6;15.6;19.6;79.9;2.98;5.96;50.0;0.39;0.17;0.14;0.22;1.46;6.24;1.35;0.28;6.29;Matches;d080ed5e
1699;Quentin Merlin;fr FRA;DF;Nantes;fr Ligue 1;20-315;2002;14.1;48.2;64.0;75.4;917.0;339.4;19.7;22.5;87.7;20.7;26.4;78.5;6.52;12.6;51.7;0.07;0.13;0.13;-0.06;1.77;3.90;1.13;0.78;4.54;Matches;0bfca6a1
1700;Y?ld?r?m Mert Çetin;tr TUR;DF;Lecce;it Serie A;26-085;1997;0.2;10.0;15.0;66.7;190.0;40.0;5.00;5.00;100.0;0.00;0.00;;5.00;5.00;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;c730da00
1701;Roque Mesa;es ESP;MF;Valladolid;es La Liga;33-293;1989;13.7;41.5;50.5;82.1;806.9;241.3;16.1;18.8;86.0;17.4;19.6;88.8;6.42;9.34;68.8;0.07;0.07;0.06;0.01;1.17;5.40;0.95;0.22;6.64;Matches;7c4243d4
1702;Illan Meslier;fr FRA;GK;Leeds United;eng Premier League;23-025;2000;27.0;19.6;31.1;63.0;490.6;316.6;4.52;4.67;96.8;10.1;10.3;98.2;4.85;15.9;30.6;0.00;0.00;0.00;0.00;0.00;0.41;0.04;0.00;0.00;Matches;6b625ac2
1703;Lionel Messi;ar ARG;FWMF;Paris S-G;fr Ligue 1;35-276;1987;22.5;50.5;63.6;79.3;789.1;283.5;27.5;31.6;86.9;15.3;18.5;82.7;4.98;7.47;66.7;0.58;0.43;0.51;0.15;2.84;7.11;4.40;0.09;9.73;Matches;d70ce98e
1704;Junior Messias;br BRA;FWDF;Milan;it Serie A;31-318;1991;12.3;24.9;33.2;75.0;397.2;105.0;13.4;15.9;84.2;9.43;11.9;79.5;1.63;3.25;50.0;0.16;0.04;0.07;0.12;0.73;2.11;0.24;0.08;3.09;Matches;f49c4ae9
1705;Thomas Meunier;be BEL;DF;Dortmund;de Bundesliga;31-196;1991;6.5;49.5;66.9;74.0;865.8;318.3;22.5;26.6;84.4;20.0;26.2;76.5;5.23;9.08;57.6;0.00;0.09;0.12;-0.09;0.92;4.15;1.69;0.77;4.62;Matches;e162b013
1706;Alexander Meyer;de GER;GK;Dortmund;de Bundesliga;31-348;1991;7.0;40.0;46.1;86.7;993.3;589.1;8.00;8.14;98.2;20.7;20.9;99.3;11.3;16.7;67.5;0.00;0.00;0.00;0.00;0.00;0.57;0.00;0.00;0.14;Matches;b56dd813
1707;Sven Michel;de GER;FW;Union Berlin;de Bundesliga;32-255;1990;4.6;18.0;33.3;54.2;235.0;55.9;11.7;17.2;68.4;3.70;7.17;51.5;1.09;3.26;33.3;0.00;0.17;0.04;-0.17;1.09;1.52;0.87;0.43;2.39;Matches;1e274a0a
1708;Alexander Mighten;eng ENG;FW;Nott'ham Forest;eng Premier League;20-350;2002;0.1;10.0;10.0;100.0;110.0;0.00;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;10ec4169
1709;Tommaso Milanese;it ITA;MF;Cremonese;it Serie A;20-239;2002;0.3;33.3;46.7;71.4;606.7;136.7;13.3;16.7;80.0;10.0;16.7;60.0;6.67;10.0;66.7;0.00;0.67;0.33;-0.67;10.0;10.0;0.00;0.00;6.67;Matches;b2561711
1710;Nikola Milenkovi?;rs SRB;DF;Fiorentina;it Serie A;25-166;1997;17.7;48.4;56.9;85.0;941.5;285.9;17.1;19.0;89.9;25.4;28.6;88.9;5.48;8.14;67.4;0.06;0.03;0.05;0.03;0.34;2.77;0.11;0.00;3.45;Matches;bee704fc
1711;Arkadiusz Milik;pl POL;FW;Juventus;it Serie A;29-027;1994;11.0;19.8;25.4;78.1;275.5;45.4;11.8;14.0;84.4;6.18;7.45;82.9;0.64;1.18;53.8;0.09;0.10;0.05;-0.01;0.73;0.91;0.55;0.00;1.82;Matches;85613cf0
1712;Arkadiusz Milik;pl POL;FW;Marseille;fr Ligue 1;29-027;1994;1.4;20.0;26.4;75.7;222.1;30.7;10.0;12.9;77.8;6.43;7.86;81.8;0.00;0.00;;0.00;0.14;0.00;-0.14;0.71;1.43;0.00;0.00;0.71;Matches;85613cf0
1713;Sergej Milinkovi?-Savi?;rs SRB;MF;Lazio;it Serie A;28-028;1995;23.3;44.7;59.8;74.8;710.6;198.2;24.7;30.0;82.5;14.7;18.5;79.5;3.91;7.30;53.5;0.34;0.27;0.15;0.07;1.59;4.68;1.42;0.13;5.28;Matches;4e6dbac4
1714;Vanja Milinkovi?-Savi?;rs SRB;GK;Torino;it Serie A;26-035;1997;27.0;26.0;45.0;57.9;861.5;627.1;2.96;3.00;98.8;12.6;12.9;98.0;10.4;28.5;36.4;0.00;0.00;0.00;0.00;0.00;2.48;0.07;0.00;0.00;Matches;9fa26bc2
1715;Éder Militão;br BRA;DF;Real Madrid;es La Liga;25-068;1998;19.5;51.7;59.2;87.4;999.8;325.2;19.8;21.2;93.7;24.5;26.5;92.5;6.05;9.44;64.1;0.00;0.02;0.02;-0.02;0.21;4.21;0.10;0.00;3.08;Matches;2784f898
1716;Luka Milivojevi?;rs SRB;MF;Crystal Palace;eng Premier League;31-354;1991;4.6;35.0;44.1;79.3;580.4;190.0;16.5;18.3;90.5;14.3;17.6;81.5;2.83;5.87;48.1;0.00;0.04;0.04;-0.04;0.43;2.83;0.22;0.00;3.48;Matches;2ce2508a
1717;Luis Milla;es ESP;MF;Getafe;es La Liga;28-171;1994;15.2;39.6;50.7;78.1;721.6;244.6;18.7;20.9;89.3;14.1;17.4;81.4;5.39;9.54;56.6;0.00;0.07;0.09;-0.07;1.51;5.39;0.20;0.13;5.20;Matches;19c36442
1718;Pere Milla;es ESP;FWMF;Elche;es La Liga;30-185;1992;13.4;21.8;30.8;70.7;334.9;104.9;11.7;15.1;77.7;6.79;8.58;79.1;2.01;3.66;55.1;0.07;0.08;0.07;-0.01;0.90;2.84;0.75;0.15;3.88;Matches;335039a2
1719;Enzo Millot;fr FRA;MF;Stuttgart;de Bundesliga;20-253;2002;4.6;31.7;40.4;78.5;443.5;125.4;17.8;20.9;85.4;11.1;13.5;82.3;1.09;2.83;38.5;0.00;0.11;0.26;-0.11;1.30;2.39;1.52;0.22;3.48;Matches;f76022e7
1720;James Milner;eng ENG;DFMF;Liverpool;eng Premier League;37-082;1986;8.0;54.4;71.0;76.6;975.8;339.5;24.6;27.4;90.0;23.4;27.6;84.6;5.38;11.9;45.3;0.13;0.10;0.20;0.03;1.38;5.88;1.63;0.50;6.63;Matches;2f90f6b8
1721;Marko Milovanovi?;rs SRB;FW;Almería;es La Liga;19-235;2003;0.2;20.0;45.0;44.4;265.0;35.0;5.00;10.0;50.0;10.0;20.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;Matches;1fda2b14
1722;Kim Min-jae;kr KOR;DF;Napoli;it Serie A;26-132;1996;25.3;73.2;81.0;90.4;1342.5;496.4;28.6;30.7;93.1;37.1;39.2;94.7;6.40;8.85;72.3;0.04;0.06;0.02;-0.02;0.36;5.34;0.20;0.04;4.55;Matches;e0f8151c
1723;Yerry Mina;co COL;DF;Everton;eng Premier League;28-185;1994;2.6;60.0;66.9;89.7;1054.2;367.7;21.9;23.8;91.9;34.6;38.1;90.9;2.69;4.23;63.6;0.00;0.00;0.00;0.00;0.00;3.85;0.00;0.00;2.69;Matches;6d5701f2
1724;Takumi Minamino;jp JPN;MFFW;Monaco;fr Ligue 1;28-070;1995;5.6;20.9;32.0;65.4;316.8;90.5;9.46;13.2;71.6;7.50;9.29;80.8;1.43;4.46;32.0;0.54;0.20;0.29;0.34;1.43;1.61;1.25;0.00;3.39;Matches;f833a830
1725;Tyrone Mings;eng ENG;DF;Aston Villa;eng Premier League;30-014;1993;24.0;45.8;53.8;85.0;887.1;347.4;14.5;16.0;90.4;26.3;28.3;92.9;4.54;8.46;53.7;0.08;0.06;0.03;0.02;0.21;3.00;0.17;0.00;2.79;Matches;8397a50c
1726;Óscar Mingueza;es ESP;DF;Celta Vigo;es La Liga;23-318;1999;12.7;50.2;62.8;79.9;857.3;356.1;25.4;27.9;91.2;20.0;23.5;85.2;4.17;8.98;46.5;0.00;0.09;0.08;-0.09;0.79;4.88;0.87;0.31;4.65;Matches;056269d7
1727;Rafa Mir;es ESP;FW;Sevilla;es La Liga;25-282;1997;9.0;12.3;17.2;71.6;164.8;22.6;7.78;9.11;85.4;3.44;5.33;64.6;0.33;0.67;50.0;0.00;0.09;0.09;-0.09;0.67;0.56;0.00;0.00;0.78;Matches;bbf5c11b
1728;Aleksei Miranchuk;ru RUS;MF;Torino;it Serie A;27-161;1995;16.8;29.1;36.4;79.9;458.8;114.6;15.5;17.6;87.8;9.70;11.7;83.2;2.44;4.58;53.2;0.24;0.20;0.17;0.04;2.14;2.92;1.67;0.36;4.58;Matches;a9aa0d1d
1729;Juan Miranda;es ESP;DF;Betis;es La Liga;23-067;2000;7.0;32.7;47.9;68.4;526.4;258.0;16.1;18.9;85.6;10.4;15.9;65.8;3.86;9.00;42.9;0.00;0.17;0.11;-0.17;1.43;3.29;1.86;0.43;4.29;Matches;ead61f73
1730;Fabio Miretti;it ITA;MFFW;Juventus;it Serie A;19-236;2003;10.0;27.9;39.1;71.4;438.8;119.9;15.1;18.5;81.6;10.0;12.9;77.5;1.90;4.70;40.4;0.20;0.11;0.11;0.09;1.40;2.70;1.00;0.20;3.90;Matches;34693494
1731;Tyrick Mitchell;eng ENG;DF;Crystal Palace;eng Premier League;23-207;1999;22.1;32.7;46.8;69.8;522.1;255.5;17.1;20.4;84.0;13.3;18.1;73.1;1.81;5.52;32.8;0.09;0.04;0.04;0.05;0.41;2.62;0.50;0.23;3.12;Matches;5cbd1eb0
1732;Kaoru Mitoma;jp JPN;FWMF;Brighton;eng Premier League;25-311;1997;14.1;34.5;42.7;80.9;482.1;108.9;22.3;24.8;90.0;10.1;12.6;80.2;1.28;2.20;58.1;0.21;0.28;0.25;-0.06;1.49;2.20;1.28;0.00;4.04;Matches;74618572
1733;Aleksandar Mitrovi?;rs SRB;FW;Fulham;eng Premier League;28-192;1994;20.1;13.4;22.3;60.1;213.9;43.6;7.66;11.5;66.7;3.88;6.07;63.9;1.49;2.39;62.5;0.05;0.10;0.05;-0.05;0.75;1.24;0.40;0.05;2.04;Matches;3925dbd6
1734;Stefan Mitrovi?;rs SRB;DF;Getafe;es La Liga;32-309;1990;12.6;24.8;30.6;80.8;526.0;231.2;6.67;8.02;83.2;13.9;15.7;88.4;3.73;5.95;62.7;0.00;0.00;0.00;0.00;0.00;0.56;0.00;0.00;0.95;Matches;e6777e6b
1735;Maximilian Mittelstädt;de GER;DF;Hertha BSC;de Bundesliga;26-009;1997;7.1;38.5;56.5;68.1;583.0;272.8;22.1;25.2;87.7;12.8;19.7;65.0;2.54;8.73;29.0;0.00;0.10;0.13;-0.10;1.27;3.10;0.99;0.56;3.94;Matches;88d4144a
1736;Henrikh Mkhitaryan;am ARM;MF;Inter;it Serie A;34-065;1989;17.2;41.7;48.0;87.0;688.3;168.1;20.6;22.2;92.7;16.2;18.6;86.9;3.60;4.53;79.5;0.06;0.11;0.12;-0.05;0.87;4.42;1.40;0.47;5.93;Matches;dd0daf32
1737;Anthony Modeste;fr FRA;FW;Dortmund;de Bundesliga;34-347;1988;8.9;8.09;13.6;59.5;104.9;18.4;4.38;6.40;68.4;2.47;4.83;51.2;0.22;0.45;50.0;0.11;0.12;0.04;-0.01;0.79;0.56;0.45;0.11;0.79;Matches;34e4343c
1738;Luka Modri?;hr CRO;MF;Real Madrid;es La Liga;37-199;1985;15.7;64.6;74.1;87.3;1006.9;316.1;35.5;37.8;93.9;20.2;23.0;87.8;5.99;8.66;69.1;0.19;0.23;0.18;-0.04;2.04;7.64;1.08;0.13;8.79;Matches;6025fab1
1739;Terem Moffi;ng NGA;FW;Nice;fr Ligue 1;23-306;1999;5.5;12.5;16.4;76.7;170.4;17.3;7.09;8.73;81.3;3.82;4.55;84.0;0.36;0.55;66.7;0.36;0.09;0.05;0.27;1.45;0.36;0.18;0.18;0.55;Matches;065dc209
1740;Terem Moffi;ng NGA;FW;Lorient;fr Ligue 1;23-306;1999;15.4;10.0;13.5;74.0;133.5;34.5;5.78;7.60;76.1;3.51;4.29;81.8;0.19;0.32;60.0;0.00;0.03;0.05;-0.03;0.58;0.91;0.32;0.00;1.30;Matches;065dc209
1741;Mostafa Mohamed;eg EGY;FW;Nantes;fr Ligue 1;25-119;1997;15.9;9.94;16.7;59.6;133.6;31.4;5.53;8.68;63.8;2.77;4.47;62.0;0.57;1.01;56.3;0.13;0.11;0.04;0.02;0.88;0.82;0.19;0.06;1.13;Matches;595e6f3e
1742;Tobias Mohr;de GER;DFMF;Schalke 04;de Bundesliga;27-215;1995;8.7;34.0;55.1;61.8;713.3;313.9;11.7;14.4;81.6;15.1;20.9;72.0;6.32;15.6;40.4;0.23;0.13;0.17;0.10;2.07;2.76;1.26;0.69;3.10;Matches;9ec9c8b6
1743;Johan Mojica;co COL;DF;Villarreal;es La Liga;30-218;1992;6.8;44.4;55.3;80.3;749.3;187.8;20.6;22.5;91.5;19.0;21.9;86.6;3.82;6.32;60.5;0.00;0.13;0.15;-0.13;1.32;2.65;0.44;0.44;2.79;Matches;608f2092
1744;Johan Mojica;co COL;DFMF;Elche;es La Liga;30-218;1992;3.0;42.3;59.3;71.3;639.0;219.3;21.3;24.3;87.7;18.0;23.0;78.3;1.67;7.00;23.8;0.00;0.10;0.07;-0.10;1.00;1.67;1.33;0.33;3.00;Matches;608f2092
1745;Clinton Mola;eng ENG;DF;Stuttgart;de Bundesliga;22-012;2001;0.2;15.0;30.0;50.0;260.0;120.0;5.00;5.00;100.0;10.0;15.0;66.7;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;29ddfb9c
1746;Nahuel Molina;ar ARG;DF;Atlético Madrid;es La Liga;24-355;1998;20.3;45.9;62.3;73.7;707.8;276.5;25.9;28.8;89.7;15.3;21.9;69.9;3.35;7.29;45.9;0.05;0.09;0.12;-0.04;1.08;2.46;1.53;0.54;3.84;Matches;23610943
1747;Salvatore Molina;it ITA;DF;Monza;it Serie A;31-085;1992;2.5;34.4;45.6;75.4;504.0;169.6;19.6;22.0;89.1;14.4;18.0;80.0;0.40;3.20;12.5;0.00;0.04;0.12;-0.04;0.80;1.60;2.00;1.60;2.80;Matches;54ab971f
